"","Major","Gender","Admission"
"10638","Other","M","Accepted"
"10639","Other","M","Accepted"
"10640","Other","M","Rejected"
"10641","Other","M","Rejected"
"10642","Other","M","Rejected"
"10643","A","M","Accepted"
"10644","A","M","Accepted"
"10645","Other","M","Accepted"
"10646","E","F","Accepted"
"10647","Other","F","Rejected"
"10648","Other","M","Rejected"
"10649","Other","F","Rejected"
"10650","A","M","Accepted"
"10651","Other","F","Accepted"
"10652","Other","F","Rejected"
"10653","Other","F","Rejected"
"10654","Other","M","Accepted"
"10655","Other","F","Rejected"
"10656","D","M","Rejected"
"10657","A","M","Rejected"
"10658","Other","F","Accepted"
"10659","Other","M","Rejected"
"10660","Other","M","Accepted"
"10661","Other","M","Rejected"
"10662","Other","F","Rejected"
"10663","Other","M","Accepted"
"10664","A","M","Accepted"
"10665","Other","F","Rejected"
"10666","A","M","Accepted"
"10667","Other","M","Rejected"
"10668","Other","M","Rejected"
"10669","C","M","Rejected"
"10670","D","M","Rejected"
"10671","Other","F","Rejected"
"10672","D","M","Rejected"
"10673","Other","M","Rejected"
"10674","D","M","Rejected"
"10675","Other","M","Accepted"
"10676","Other","M","Accepted"
"10677","Other","F","Rejected"
"10678","B","M","Rejected"
"10679","E","F","Accepted"
"10680","Other","M","Rejected"
"10681","Other","M","Rejected"
"10682","Other","F","Rejected"
"10683","E","F","Rejected"
"10684","Other","M","Accepted"
"10685","C","F","Rejected"
"10686","Other","M","Accepted"
"10687","D","M","Rejected"
"10688","Other","M","Accepted"
"10689","Other","M","Rejected"
"10690","D","M","Rejected"
"10691","Other","M","Rejected"
"10692","C","M","Rejected"
"10693","C","M","Rejected"
"10694","Other","F","Rejected"
"10695","E","F","Rejected"
"10696","Other","M","Rejected"
"10697","Other","F","Accepted"
"10698","D","M","Rejected"
"10699","F","F","Rejected"
"10700","D","F","Rejected"
"10701","Other","F","Rejected"
"10702","Other","M","Accepted"
"10703","Other","F","Rejected"
"10704","A","M","Accepted"
"10705","A","M","Accepted"
"10706","Other","M","Accepted"
"10707","C","F","Rejected"
"10708","A","M","Accepted"
"10709","Other","M","Rejected"
"10710","Other","M","Rejected"
"10711","Other","M","Accepted"
"10712","Other","F","Accepted"
"10713","Other","M","Rejected"
"10714","Other","M","Rejected"
"10715","Other","M","Rejected"
"10716","Other","M","Accepted"
"10717","C","F","Accepted"
"10718","Other","F","Accepted"
"10719","Other","M","Rejected"
"10720","Other","M","Accepted"
"10721","C","F","Rejected"
"10722","Other","M","Rejected"
"10723","Other","F","Accepted"
"10724","Other","F","Rejected"
"10725","Other","M","Rejected"
"10726","Other","M","Accepted"
"10727","A","M","Accepted"
"10728","Other","M","Accepted"
"10729","A","M","Accepted"
"10730","Other","F","Rejected"
"10731","Other","M","Rejected"
"10732","Other","M","Rejected"
"10733","B","M","Accepted"
"10734","B","M","Accepted"
"10735","Other","M","Accepted"
"10736","Other","M","Rejected"
"10737","Other","M","Rejected"
"10738","Other","M","Rejected"
"10739","D","M","Rejected"
"10740","Other","M","Rejected"
"10741","Other","F","Rejected"
"10742","Other","F","Rejected"
"10743","B","M","Accepted"
"10744","Other","M","Accepted"
"10745","C","M","Rejected"
"10746","D","M","Rejected"
"10747","Other","M","Rejected"
"10748","F","M","Rejected"
"10749","A","M","Rejected"
"10750","A","F","Accepted"
"10751","Other","F","Accepted"
"10752","B","M","Accepted"
"10753","Other","M","Accepted"
"10754","Other","M","Rejected"
"10755","Other","F","Rejected"
"10756","A","M","Accepted"
"10757","C","F","Rejected"
"10758","Other","M","Rejected"
"10759","Other","M","Rejected"
"10760","Other","F","Rejected"
"10761","Other","M","Accepted"
"10762","Other","M","Rejected"
"10763","Other","F","Rejected"
"10764","Other","M","Rejected"
"10765","B","M","Accepted"
"10766","Other","F","Rejected"
"10767","Other","F","Rejected"
"10768","E","F","Rejected"
"10769","A","M","Accepted"
"10770","A","M","Accepted"
"10771","A","M","Rejected"
"10772","Other","F","Rejected"
"10773","B","M","Accepted"
"10774","Other","M","Rejected"
"10775","B","M","Accepted"
"10776","Other","M","Accepted"
"10777","Other","M","Accepted"
"10778","D","M","Rejected"
"10779","Other","F","Rejected"
"10780","Other","M","Rejected"
"10781","Other","F","Accepted"
"10782","Other","M","Rejected"
"10783","Other","F","Rejected"
"10784","Other","F","Rejected"
"10785","Other","M","Accepted"
"10786","E","F","Accepted"
"10787","E","F","Rejected"
"10788","Other","M","Rejected"
"10789","C","M","Accepted"
"10790","Other","M","Rejected"
"10791","Other","M","Accepted"
"10792","Other","M","Rejected"
"10793","Other","F","Rejected"
"10794","Other","F","Rejected"
"10795","E","F","Rejected"
"10796","B","M","Accepted"
"10797","Other","M","Rejected"
"10798","Other","M","Accepted"
"10799","Other","M","Accepted"
"10800","A","M","Accepted"
"10801","D","F","Accepted"
"10802","C","F","Rejected"
"10803","Other","M","Accepted"
"10804","C","F","Rejected"
"10805","D","F","Rejected"
"10806","Other","M","Rejected"
"10807","F","M","Accepted"
"10808","C","F","Rejected"
"10809","Other","M","Accepted"
"10810","D","F","Accepted"
"10811","Other","M","Accepted"
"10812","Other","M","Accepted"
"10813","D","F","Accepted"
"10814","Other","F","Rejected"
"10815","Other","M","Accepted"
"10816","F","M","Rejected"
"10817","Other","F","Rejected"
"10818","A","M","Accepted"
"10819","Other","M","Rejected"
"10820","Other","F","Rejected"
"10821","Other","M","Accepted"
"10822","Other","F","Accepted"
"10823","E","F","Rejected"
"10824","Other","M","Accepted"
"10825","Other","M","Rejected"
"10826","Other","M","Accepted"
"10827","Other","M","Accepted"
"10828","Other","M","Rejected"
"10829","Other","M","Accepted"
"10830","B","F","Accepted"
"10831","Other","M","Accepted"
"10832","B","M","Accepted"
"10833","B","M","Rejected"
"10834","Other","F","Rejected"
"10835","Other","F","Rejected"
"10836","Other","M","Rejected"
"10837","A","M","Rejected"
"10838","C","F","Accepted"
"10839","C","F","Rejected"
"10840","Other","M","Rejected"
"10841","Other","M","Accepted"
"10842","Other","M","Rejected"
"10843","Other","M","Accepted"
"10844","Other","M","Rejected"
"10845","C","F","Rejected"
"10846","B","M","Accepted"
"10847","Other","M","Rejected"
"10848","C","M","Accepted"
"10849","Other","M","Rejected"
"10850","E","F","Accepted"
"10851","Other","M","Accepted"
"10852","C","M","Rejected"
"10853","Other","F","Rejected"
"10854","Other","M","Accepted"
"10855","Other","M","Accepted"
"10856","Other","F","Accepted"
"10857","Other","M","Accepted"
"10858","Other","M","Rejected"
"10859","Other","M","Rejected"
"10860","A","M","Accepted"
"10861","E","F","Rejected"
"10862","Other","F","Rejected"
"10863","Other","F","Rejected"
"10864","Other","M","Accepted"
"10865","Other","M","Accepted"
"10866","Other","M","Rejected"
"10867","Other","M","Accepted"
"10868","Other","M","Rejected"
"10869","A","M","Accepted"
"10870","D","F","Rejected"
"10871","Other","M","Accepted"
"10872","Other","M","Accepted"
"10873","Other","F","Accepted"
"10874","E","M","Rejected"
"10875","Other","F","Accepted"
"10876","F","M","Accepted"
"10877","Other","M","Rejected"
"10878","D","F","Accepted"
"10879","A","M","Accepted"
"10880","A","M","Rejected"
"10881","Other","M","Rejected"
"10882","C","F","Rejected"
"10883","C","F","Rejected"
"10884","A","F","Accepted"
"10885","C","F","Rejected"
"10886","Other","M","Rejected"
"10887","Other","M","Accepted"
"10888","Other","M","Rejected"
"10889","F","F","Rejected"
"10890","Other","M","Rejected"
"10891","Other","M","Accepted"
"10892","A","M","Accepted"
"10893","Other","M","Accepted"
"10894","C","M","Rejected"
"10895","Other","M","Accepted"
"10896","Other","M","Accepted"
"10897","Other","M","Rejected"
"10898","Other","M","Rejected"
"10899","C","F","Rejected"
"10900","Other","M","Accepted"
"10901","A","M","Accepted"
"10902","B","M","Accepted"
"10903","Other","F","Rejected"
"10904","F","M","Rejected"
"10905","Other","F","Accepted"
"10906","Other","F","Rejected"
"10907","Other","F","Accepted"
"10908","Other","M","Accepted"
"10909","A","M","Rejected"
"10910","C","F","Rejected"
"10911","A","M","Accepted"
"10912","Other","M","Accepted"
"10913","E","M","Rejected"
"10914","Other","M","Rejected"
"10915","Other","F","Rejected"
"10916","A","M","Accepted"
"10917","Other","M","Rejected"
"10918","Other","M","Accepted"
"10919","D","F","Rejected"
"10920","A","M","Accepted"
"10921","Other","M","Accepted"
"10922","Other","M","Accepted"
"10923","Other","M","Accepted"
"10924","Other","M","Accepted"
"10925","Other","M","Rejected"
"10926","Other","F","Rejected"
"10927","Other","F","Accepted"
"10928","Other","M","Accepted"
"10929","Other","M","Rejected"
"10930","Other","M","Rejected"
"10931","Other","F","Accepted"
"10932","Other","F","Rejected"
"10933","Other","M","Rejected"
"10934","D","M","Rejected"
"10935","B","M","Rejected"
"10936","F","M","Rejected"
"10937","Other","M","Rejected"
"10938","Other","M","Rejected"
"10939","F","F","Rejected"
"10940","Other","M","Accepted"
"10941","Other","F","Rejected"
"10942","Other","M","Accepted"
"10943","F","F","Rejected"
"10944","A","M","Accepted"
"10945","Other","M","Rejected"
"10946","A","M","Accepted"
"10947","Other","F","Accepted"
"10948","Other","F","Accepted"
"10949","A","M","Accepted"
"10950","Other","M","Accepted"
"10951","B","M","Accepted"
"10952","D","F","Rejected"
"10953","Other","F","Rejected"
"10954","Other","F","Rejected"
"10955","Other","F","Accepted"
"10956","Other","F","Accepted"
"10957","Other","M","Rejected"
"10958","Other","M","Rejected"
"10959","Other","M","Rejected"
"10960","A","M","Accepted"
"10961","C","F","Rejected"
"10962","C","M","Rejected"
"10963","Other","F","Rejected"
"10964","Other","F","Rejected"
"10965","Other","F","Rejected"
"10966","Other","M","Rejected"
"10967","C","M","Rejected"
"10968","A","M","Accepted"
"10969","Other","M","Accepted"
"10970","Other","F","Rejected"
"10971","E","F","Accepted"
"10972","Other","M","Accepted"
"10973","Other","M","Accepted"
"10974","D","M","Rejected"
"10975","E","F","Rejected"
"10976","E","F","Rejected"
"10977","Other","F","Accepted"
"10978","Other","M","Accepted"
"10979","Other","F","Accepted"
"10980","A","M","Accepted"
"10981","Other","M","Accepted"
"10982","Other","M","Accepted"
"10983","A","M","Accepted"
"10984","Other","F","Accepted"
"10985","Other","M","Rejected"
"10986","F","F","Rejected"
"10987","Other","M","Rejected"
"10988","Other","F","Accepted"
"10989","E","M","Rejected"
"10990","D","M","Rejected"
"10991","C","F","Rejected"
"10992","C","F","Rejected"
"10993","Other","M","Rejected"
"10994","A","M","Rejected"
"10995","Other","M","Rejected"
"10996","Other","M","Rejected"
"10997","Other","M","Accepted"
"10998","Other","M","Accepted"
"10999","D","M","Rejected"
"11000","Other","F","Accepted"
"11001","A","M","Rejected"
"11002","Other","M","Rejected"
"11003","Other","M","Accepted"
"11004","Other","F","Accepted"
"11005","C","F","Accepted"
"11006","Other","M","Rejected"
"11007","F","M","Accepted"
"11008","A","M","Accepted"
"11009","Other","M","Rejected"
"11010","D","M","Accepted"
"11011","E","F","Rejected"
"11012","Other","M","Rejected"
"11013","Other","M","Rejected"
"11014","Other","M","Rejected"
"11015","C","M","Rejected"
"11016","Other","M","Accepted"
"11017","D","F","Rejected"
"11018","Other","M","Accepted"
"11019","E","F","Rejected"
"11020","Other","F","Rejected"
"11021","Other","M","Rejected"
"11022","B","M","Accepted"
"11023","Other","M","Rejected"
"11024","B","M","Rejected"
"11025","Other","M","Accepted"
"11026","Other","M","Accepted"
"11027","Other","M","Rejected"
"11028","Other","M","Rejected"
"11029","C","M","Rejected"
"11030","Other","F","Accepted"
"11031","Other","M","Accepted"
"11032","Other","F","Accepted"
"11033","Other","M","Rejected"
"11034","Other","M","Accepted"
"11035","C","F","Rejected"
"11036","Other","F","Rejected"
"11037","Other","M","Accepted"
"11038","Other","M","Rejected"
"11039","F","M","Rejected"
"11040","Other","M","Rejected"
"11041","D","F","Accepted"
"11042","Other","F","Rejected"
"11043","C","F","Rejected"
"11044","Other","M","Accepted"
"11045","Other","M","Rejected"
"11046","A","M","Accepted"
"11047","Other","M","Rejected"
"11048","B","M","Rejected"
"11049","B","M","Rejected"
"11050","Other","M","Rejected"
"11051","Other","M","Accepted"
"11052","Other","M","Accepted"
"11053","D","F","Rejected"
"11054","Other","M","Accepted"
"11055","Other","F","Rejected"
"11056","Other","F","Accepted"
"11057","E","M","Rejected"
"11058","F","F","Rejected"
"11059","Other","F","Rejected"
"11060","Other","F","Rejected"
"11061","Other","M","Rejected"
"11062","Other","M","Rejected"
"11063","Other","M","Accepted"
"11064","D","M","Rejected"
"11065","C","M","Rejected"
"11066","Other","M","Rejected"
"11067","Other","M","Rejected"
"11068","Other","F","Rejected"
"11069","Other","F","Accepted"
"11070","Other","M","Rejected"
"11071","Other","M","Accepted"
"11072","Other","M","Accepted"
"11073","A","M","Accepted"
"11074","Other","F","Accepted"
"11075","Other","M","Rejected"
"11076","Other","M","Rejected"
"11077","E","F","Rejected"
"11078","D","F","Rejected"
"11079","D","F","Rejected"
"11080","Other","F","Accepted"
"11081","A","M","Accepted"
"11082","Other","M","Accepted"
"11083","D","F","Rejected"
"11084","D","M","Rejected"
"11085","C","F","Rejected"
"11086","Other","M","Rejected"
"11087","Other","M","Rejected"
"11088","B","M","Rejected"
"11089","Other","M","Accepted"
"11090","D","M","Accepted"
"11091","Other","M","Accepted"
"11092","Other","M","Rejected"
"11093","Other","F","Rejected"
"11094","A","F","Rejected"
"11095","F","F","Rejected"
"11096","Other","F","Accepted"
"11097","Other","M","Accepted"
"11098","Other","F","Accepted"
"11099","B","M","Rejected"
"11100","Other","M","Rejected"
"11101","Other","F","Accepted"
"11102","Other","M","Rejected"
"11103","B","M","Accepted"
"11104","Other","M","Accepted"
"11105","C","M","Rejected"
"11106","Other","M","Accepted"
"11107","Other","M","Accepted"
"11108","Other","M","Rejected"
"11109","Other","M","Accepted"
"11110","E","M","Rejected"
"11111","E","F","Rejected"
"11112","Other","M","Rejected"
"11113","Other","M","Rejected"
"11114","Other","M","Rejected"
"11115","Other","F","Rejected"
"11116","Other","M","Rejected"
"11117","A","M","Accepted"
"11118","B","M","Rejected"
"11119","B","M","Accepted"
"11120","Other","F","Rejected"
"11121","F","F","Rejected"
"11122","Other","M","Accepted"
"11123","Other","M","Accepted"
"11124","Other","F","Accepted"
"11125","A","M","Accepted"
"11126","Other","F","Rejected"
"11127","F","M","Rejected"
"11128","Other","M","Accepted"
"11129","A","M","Rejected"
"11130","A","F","Accepted"
"11131","E","F","Rejected"
"11132","E","F","Rejected"
"11133","Other","M","Rejected"
"11134","Other","M","Accepted"
"11135","Other","M","Accepted"
"11136","Other","M","Rejected"
"11137","Other","M","Rejected"
"11138","Other","F","Rejected"
"11139","B","M","Accepted"
"11140","Other","F","Accepted"
"11141","F","F","Rejected"
"11142","Other","F","Accepted"
"11143","Other","M","Rejected"
"11144","Other","M","Rejected"
"11145","Other","M","Rejected"
"11146","Other","M","Rejected"
"11147","A","M","Accepted"
"11148","F","M","Rejected"
"11149","E","F","Rejected"
"11150","Other","F","Rejected"
"11151","Other","F","Rejected"
"11152","F","F","Rejected"
"11153","Other","M","Accepted"
"11154","Other","F","Accepted"
"11155","Other","M","Accepted"
"11156","A","F","Rejected"
"11157","F","M","Rejected"
"11158","Other","M","Accepted"
"11159","Other","F","Rejected"
"11160","B","M","Accepted"
"11161","D","F","Rejected"
"11162","Other","F","Rejected"
"11163","E","F","Accepted"
"11164","C","F","Rejected"
"11165","Other","M","Rejected"
"11166","Other","F","Accepted"
"11167","A","F","Accepted"
"11168","Other","M","Accepted"
"11169","Other","M","Rejected"
"11170","A","M","Accepted"
"11171","Other","M","Rejected"
"11172","Other","F","Rejected"
"11173","Other","M","Rejected"
"11174","Other","M","Rejected"
"11175","Other","M","Rejected"
"11176","A","M","Rejected"
"11177","Other","M","Rejected"
"11178","D","M","Rejected"
"11179","D","M","Rejected"
"11180","Other","M","Rejected"
"11181","C","M","Accepted"
"11182","D","F","Rejected"
"11183","Other","M","Rejected"
"11184","Other","F","Rejected"
"11185","Other","F","Rejected"
"11186","Other","M","Rejected"
"11187","Other","M","Accepted"
"11188","Other","F","Rejected"
"11189","D","F","Rejected"
"11190","Other","M","Rejected"
"11191","A","M","Rejected"
"11192","Other","F","Rejected"
"11193","Other","F","Rejected"
"11194","C","F","Rejected"
"11195","Other","F","Accepted"
"11196","Other","F","Accepted"
"11197","Other","M","Rejected"
"11198","Other","M","Rejected"
"11199","D","F","Accepted"
"11200","Other","F","Rejected"
"11201","D","F","Accepted"
"11202","Other","M","Accepted"
"11203","Other","F","Rejected"
"11204","Other","M","Accepted"
"11205","F","F","Rejected"
"11206","A","M","Accepted"
"11207","Other","M","Rejected"
"11208","Other","M","Accepted"
"11209","Other","M","Rejected"
"11210","C","F","Accepted"
"11211","Other","M","Rejected"
"11212","E","F","Rejected"
"11213","A","M","Accepted"
"11214","Other","M","Accepted"
"11215","C","F","Rejected"
"11216","Other","M","Rejected"
